ICCID,Device ID,Zone,Session Start Time,Data Volume (KB),Country,Carrier,Billable,Rate Plan,Service Type,Data Volume (MB),Rounded Data Volume
8931082022031645040,,KPN - Europe Economy Zone,10/31/2023 02:27 PM UTC,60.001,Greece,Nova Telecommunications (Wind),Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/31/2023 02:24 PM UTC,60.001,Greece,Nova Telecommunications (Wind),Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/31/2023 02:24 PM UTC,60.001,Greece,Nova Telecommunications (Wind),Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/31/2023 02:23 PM UTC,60.001,Greece,Nova Telecommunications (Wind),Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/31/2023 02:22 PM UTC,60.001,Greece,Nova Telecommunications (Wind),Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/31/2023 02:21 PM UTC,60.001,Greece,Nova Telecommunications (Wind),Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/31/2023 02:19 PM UTC,60.001,Greece,Nova Telecommunications (Wind),Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/31/2023 02:18 PM UTC,60.001,Greece,Nova Telecommunications (Wind),Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/31/2023 01:49 PM UTC,60.001,Greece,Nova Telecommunications (Wind),Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/31/2023 01:32 PM UTC,60.001,Greece,Nova Telecommunications (Wind),Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/31/2023 05:33 AM UTC,48.395,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,48.395,48.0
8931082022031645040,,KPN - Europe Economy Zone,10/31/2023 05:29 AM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/31/2023 05:21 AM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/31/2023 05:16 AM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/31/2023 04:24 AM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/31/2023 04:21 AM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/31/2023 03:36 AM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/31/2023 03:27 AM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/31/2023 03:24 AM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/31/2023 03:22 AM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/31/2023 03:21 AM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/31/2023 03:20 AM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/31/2023 03:18 AM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/31/2023 03:17 AM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/31/2023 03:15 AM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/31/2023 03:09 AM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/31/2023 03:08 AM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/31/2023 03:07 AM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/31/2023 03:06 AM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/31/2023 03:04 AM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/31/2023 03:03 AM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/31/2023 03:02 AM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/31/2023 03:01 AM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/31/2023 02:59 AM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/31/2023 02:59 AM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/31/2023 02:57 AM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/31/2023 02:56 AM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/31/2023 02:55 AM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/31/2023 02:53 AM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/31/2023 02:52 AM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/31/2023 02:51 AM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/31/2023 02:49 AM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/31/2023 02:23 AM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/31/2023 01:23 AM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/31/2023 01:05 AM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/31/2023 01:03 AM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/31/2023 12:55 AM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/31/2023 12:40 AM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/31/2023 12:37 AM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/31/2023 12:35 AM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/31/2023 12:00 AM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 11:23 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 11:12 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 11:12 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 11:11 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 11:10 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 10:49 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 10:44 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 10:37 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 10:35 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 10:32 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 10:26 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 10:26 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 10:08 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:55 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:53 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:47 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:46 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:45 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:45 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:44 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:43 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:42 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:41 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:41 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:41 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:40 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:39 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:38 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:38 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:37 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:36 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:35 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:34 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:34 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:33 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:32 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:31 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:30 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:29 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:29 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:28 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:27 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:26 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:25 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:25 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:24 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:23 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:23 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:22 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:21 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:20 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:20 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:19 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:19 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:18 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:17 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:16 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:16 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:15 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:15 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:14 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:13 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:13 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:12 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:11 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:11 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
8931082022031645040,,KPN - Europe Economy Zone,10/30/2023 09:10 PM UTC,60.001,Greece,Vodafone,Yes,GigHub Inc EU Eco 50.000MB DATA,Standard,60.001,60.0
